1	19 
2	6 
3	20 
4	17 
5	9 
6	12 
7	14 
8	16 
9	19 
10	9 
11	4 
12	11 
13	13 
14	19 
15	14 
16	16 
17	8 
18	15 
19	18 
20	4 
21	12 
22	18 
23	6 
24	4 
25	17 
26	1 
27	7 
28	19 
29	19 
30	15 
31	1 
32	1 
33	9 
34	18 
35	13 
36	10 
37	6 
38	5 
39	9 
40	3 
41	13 
42	8 
43	4 
44	19 
45	17 
46	12 
47	14 
48	14 
49	10 
50	14 
51	19 
52	20 
53	10 
54	8 
55	7 
56	11 
57	2 
58	17 
59	19 
60	4 
61	11 
62	2 
63	18 
64	5 
65	3 
66	2 
67	18 
68	1 
69	4 
70	3 
71	8 
72	13 
73	8 
74	13 
75	1 
76	19 
77	4 
78	16 
79	14 
80	8 
81	11 
82	14 
83	10 
84	6 
85	10 
86	11 
87	18 
88	14 
89	19 
90	11 
91	18 
92	17 
93	1 
94	12 
95	18 
96	12 
97	4 
98	8 
99	3 
100	8 
101	18 
102	20 
103	9 
104	2 
105	16 
106	18 
107	17 
108	20 
109	1 
110	4 
111	5 
112	18 
113	16 
114	10 
115	8 
116	3 
117	13 
118	16 
119	9 
120	8 
121	19 
122	14 
123	9 
124	6 
125	3 
126	6 
127	15 
128	4 
129	16 
130	11 
131	1 
132	9 
133	15 
134	6 
135	6 
136	17 
137	13 
138	6 
139	9 
140	19 
141	9 
142	9 
143	5 
144	13 
145	19 
146	17 
147	10 
148	5 
149	10 
150	18 
151	1 
152	4 
153	3 
154	5 
155	3 
156	4 
157	9 
158	17 
159	13 
160	6 
161	9 
162	18 
163	12 
164	20 
165	15 
166	19 
167	17 
168	7 
169	8 
170	7 
171	7 
172	11 
173	19 
174	18 
175	17 
176	4 
177	14 
178	15 
179	2 
180	4 
181	1 
182	13 
183	9 
184	3 
185	2 
186	11 
187	17 
188	7 
189	15 
190	17 
191	13 
192	19 
193	9 
194	20 
195	11 
196	8 
197	5 
198	9 
199	10 
200	20 
201	11 
202	8 
203	20 
204	3 
205	7 
206	6 
207	12 
208	18 
209	2 
210	12 
211	19 
212	5 
213	6 
214	15 
215	4 
216	20 
217	18 
218	6 
219	20 
220	17 
221	18 
222	5 
223	4 
224	19 
225	10 
226	19 
227	9 
228	18 
229	6 
230	5 
231	3 
232	15 
233	13 
234	7 
235	11 
236	20 
237	11 
238	11 
239	19 
240	10 
241	1 
242	10 
243	14 
244	20 
245	1 
246	3 
247	11 
248	15 
249	5 
250	8 
251	2 
252	17 
253	20 
254	12 
255	2 
256	16 
257	20 
258	2 
259	11 
260	16 
261	19 
262	18 
263	14 
264	10 
265	10 
266	1 
267	7 
268	3 
269	7 
270	14 
271	13 
272	13 
273	2 
274	13 
275	5 
276	9 
277	8 
278	14 
279	12 
280	1 
281	18 
282	9 
283	6 
284	7 
285	3 
286	3 
287	15 
288	12 
289	18 
290	12 
291	18 
292	11 
293	8 
294	16 
295	2 
296	2 
297	12 
298	5 
299	4 
300	1 
301	12 
302	15 
303	20 
304	6 
305	15 
306	3 
307	11 
308	16 
309	14 
310	2 
311	14 
312	20 
313	9 
314	4 
315	17 
316	19 
317	18 
318	15 
319	17 
320	20 
321	13 
322	16 
323	10 
324	8 
325	2 
326	6 
327	16 
328	13 
329	2 
330	16 
331	13 
332	1 
333	15 
334	13 
335	17 
336	11 
337	12 
338	2 
339	3 
340	1 
341	13 
342	12 
343	7 
344	15 
345	1 
346	15 
347	4 
348	5 
349	17 
350	7 
351	7 
352	2 
353	14 
354	12 
355	20 
356	16 
357	5 
358	11 
359	11 
360	10 
361	1 
362	16 
363	12 
364	9 
365	13 
366	5 
367	20 
368	16 
369	6 
370	10 
371	5 
372	15 
373	9 
374	20 
375	14 
376	15 
377	16 
378	13 
379	5 
380	3 
381	15 
382	13 
383	7 
384	1 
385	16 
386	12 
387	12 
388	5 
389	10 
390	10 
391	7 
392	6 
393	10 
394	14 
395	20 
396	16 
397	16 
398	20 
399	15 
400	7 
401	13 
402	19 
403	14 
404	18 
405	10 
406	12 
407	6 
408	2 
409	6 
410	13 
411	9 
412	16 
413	10 
414	11 
415	18 
416	7 
417	5 
418	7 
419	14 
420	9 
421	2 
422	12 
423	7 
424	4 
425	2 
426	9 
427	20 
428	5 
429	20 
430	15 
431	7 
432	13 
433	19 
434	2 
435	7 
436	19 
437	1 
438	2 
439	1 
440	19 
441	4 
442	1 
443	19 
444	12 
445	4 
446	4 
447	9 
448	7 
449	1 
450	16 
451	12 
452	7 
453	4 
454	10 
455	5 
456	16 
457	12 
458	5 
459	5 
460	13 
461	16 
462	10 
463	19 
464	18 
465	16 
466	5 
467	12 
468	5 
469	16 
470	18 
471	16 
472	16 
473	10 
474	10 
475	18 
476	5 
477	12 
478	19 
479	10 
480	10 
481	16 
482	10 
483	19 
484	10 
485	5 
486	5 
487	18 
488	18 
489	12 
490	5 
491	12 
492	10 
493	12 
494	12 
495	18 
496	5 
497	12 
498	12 
499	12 
500	12 
