0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,0,0,1,0,9,0,0,0,0,0,0,4,0,9,0,5,0,3,0,9,7,0,4,10,2,1,0,2,0,0,7,0,2,7
0,0,10,0,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,5,4,0,0,8
1,0,0,0,7,0,0,0,6,0,0,0,0,8,0,2,0,0,0,0,0,4,0,1,0,10,0,0,1,0,0,0,0,0,0
0,0,0,0,14,10,0,0,0,10,9,0,1,0,5,0,4,0,0,0,8,4,0,0,7,2,5,0,0,0,4,6,0,0,0
7,8,0,19,0,2,9,0,6,0,0,0,0,8,0,3,0,0,9,4,0,3,0,3,0,7,2,1,0,0,0,0,0,0,0
1,6,0,0,0,0,17,19,6,7,1,3,0,0,0,7,0,0,0,0,0,9,8,0,5,10,10,4,0,0,6,5,5,0,3
7,2,0,0,0,18,0,17,0,0,10,2,2,0,0,8,0,0,0,8,0,0,0,0,10,1,0,0,4,0,0,0,0,0,0
7,0,0,5,0,0,18,0,4,9,6,0,7,0,4,3,0,8,0,9,0,4,0,3,6,7,0,0,0,4,7,0,7,1,0
3,6,7,1,0,0,0,0,0,11,18,10,1,10,9,0,0,0,0,0,4,0,7,0,10,0,0,7,3,0,7,0,0,8,10
4,5,6,0,8,7,0,0,11,0,12,7,0,10,0,3,0,6,0,0,8,0,9,0,0,1,6,0,3,7,7,0,7,0,6
0,2,0,0,6,0,0,0,0,13,0,5,0,6,9,0,1,0,0,0,9,0,0,0,0,3,0,0,0,4,1,0,0,0,0
0,10,2,0,0,5,0,0,0,0,0,0,0,0,1,0,7,0,0,6,7,9,0,0,10,1,0,0,0,8,0,4,8,4,0
0,0,0,0,8,4,0,0,0,0,0,0,0,16,9,10,0,0,0,4,8,6,4,0,3,0,0,0,5,0,0,0,8,7,0
0,0,5,8,0,0,0,0,4,6,6,2,12,0,7,0,5,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,7
0,0,5,0,0,8,0,0,9,0,0,1,0,0,0,12,14,2,0,0,1,1,0,5,8,0,4,9,9,7,0,0,0,10,0
9,0,3,8,1,0,0,0,0,0,0,0,6,10,13,0,19,5,0,8,9,0,8,2,7,9,0,5,9,0,2,7,0,9,7
0,0,0,0,6,0,8,0,0,0,8,0,0,0,13,15,0,0,8,8,0,9,0,0,8,0,4,4,0,0,4,0,0,0,0
0,0,0,0,1,0,6,8,0,0,0,0,0,0,0,8,0,0,18,3,2,6,0,0,6,1,3,7,0,2,0,9,0,1,0
0,0,8,0,7,5,0,0,0,0,0,0,0,0,8,10,0,17,0,9,0,1,7,8,0,0,0,3,0,0,8,0,0,0,0
0,7,0,0,2,6,7,8,8,0,0,0,0,0,5,5,4,9,2,0,17,5,7,0,0,0,0,0,0,0,0,2,0,0,0
4,0,5,0,0,6,0,0,0,0,2,0,4,0,0,0,0,5,2,12,0,8,0,8,0,0,7,8,0,5,2,10,0,0,0
0,0,0,0,7,0,0,0,5,9,1,3,0,0,0,10,0,0,0,6,0,0,13,19,5,0,0,8,0,0,0,9,8,3,0
8,9,9,1,0,0,0,3,3,9,5,0,0,10,0,0,0,0,0,0,4,14,0,11,8,0,0,0,0,7,0,8,0,8,0
0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,5,0,14,14,0,7,7,0,3,0,2,0,0,0,5,0
0,0,0,5,9,0,1,0,0,0,6,0,0,0,8,0,0,3,6,5,0,4,6,5,0,0,0,1,0,0,0,0,0,3,1
0,3,0,0,0,6,7,0,0,3,10,2,0,0,0,7,4,10,0,7,0,2,0,0,0,0,1,0,0,8,0,0,4,3,0
0,2,0,4,5,9,0,7,8,1,0,7,0,9,7,0,8,8,3,0,0,5,0,8,0,0,0,15,12,9,0,7,0,10,0
5,10,0,0,3,0,3,0,0,0,10,10,0,0,0,0,2,0,0,0,8,0,0,0,0,10,11,0,12,0,6,0,0,10,0
0,4,0,0,0,10,6,0,0,6,0,3,0,0,6,0,9,0,0,0,1,3,1,0,0,0,19,0,0,8,0,10,0,0,0
0,0,0,0,0,6,0,0,5,0,8,3,1,0,0,0,6,0,0,0,0,8,0,0,10,0,0,1,0,0,17,11,8,5,7
0,8,0,7,0,0,0,0,0,3,0,0,0,0,0,2,0,4,4,0,0,3,0,0,8,5,0,1,0,12,0,16,3,4,0
0,0,0,0,0,0,4,0,0,8,5,2,1,2,8,6,0,0,0,0,0,0,0,3,0,0,0,8,5,12,0,0,0,5,4
1,0,0,7,0,0,0,0,0,8,3,4,2,2,0,10,0,0,0,4,1,4,9,0,0,0,0,0,0,6,4,0,0,0,0
9,0,10,4,0,0,0,0,0,10,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,9,6,0,7,0,19
0,0,0,0,10,0,0,0,0,0,9,0,0,0,10,3,4,0,0,4,1,0,1,2,3,4,4,6,0,4,0,2,0,17,0
