0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,0,17,0,18,13,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0
17,0,15,17,0,18,7,0,1,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,6,0,0,0,0
18,11,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,13,16,0,14,0,0,0,1,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,15,0,0,0,12,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,15,0,2,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,14,14,0,6,0,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
0,1,0,0,0,0,15,0,0,17,0,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,0,13,14,0,17,14,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,0,7,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,3,0
0,9,0,0,0,0,0,0,2,0,0,0,0,16,19,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,3
0,0,0,0,2,0,0,0,0,0,0,12,0,0,17,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,5,9
0,0,0,0,0,0,0,0,0,0,0,19,0,18,0,6,0,0,0,8,2,0,0,0,9,0,0,2,0,0,0,0,0,0,0
0,0,0,0,7,0,0,0,8,0,0,0,0,6,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,19,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,0,18,2,8,0,0,5,0,0,0,7,0,0,4,0,0,0,0
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,19,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,13,14,6,0,0,0,0,0,0,0,0,0,0,2
7,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,13,0,17,0,2,0,0,0,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,12,14,0,0,0,12,0,15,0,0,0
0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,17,19,13,18,12,17,2,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,8,0,19,0,14,14,16,0,14,0,0,0,4
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,18,0,0,11,0,0,15,0,7,1,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,17,17,19,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,12,0,0,17,0,0,0,0,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,19,0,0,0,18,0,17,19,9,8,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0,0,14,0,0,0
0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,17,14,0,12,0,3,0,0
0,0,0,8,10,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16
8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0
