0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,11,14,10,7,10,0,0,0,3,0,0,0,0,0,6,8,0,3,8,6,2,0,0,6,2,2,0,9,5,3,0,0,0,0,0,0,0,0,5,5,5,0,0,7,0,0,0,10,0,0,0,0,9,5,0,0,6,0,0,0,0,0,0,1,5,0,0,5,0,0,0,3,10,5
17,0,16,4,0,3,1,0,4,0,8,0,10,0,7,7,4,0,0,0,10,4,0,3,4,0,0,3,7,9,3,3,0,0,0,0,0,1,3,9,10,0,0,0,0,0,9,0,5,0,3,0,0,1,1,0,7,0,0,3,5,2,5,5,0,5,7,0,0,0,0,8,0,5,0
16,14,0,8,0,0,5,0,1,0,0,5,9,0,7,3,3,0,2,0,4,0,6,0,0,3,0,0,0,0,6,0,1,1,0,5,0,0,0,10,0,0,0,0,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,10,0,0,1,0,0,0,0
0,7,0,0,8,8,9,0,0,4,6,0,0,0,8,0,1,3,7,0,0,7,0,0,0,0,3,8,0,0,0,0,0,0,0,9,6,0,0,0,2,8,8,4,0,2,0,0,0,4,0,0,0,5,4,0,9,0,0,4,7,0,0,0,0,5,1,10,2,0,0,2,0,1,0
0,0,0,0,0,19,14,4,0,0,0,0,1,2,0,0,9,0,0,9,0,0,4,0,0,7,0,0,0,0,3,0,0,2,7,0,6,7,0,4,2,9,2,0,0,0,4,0,0,8,1,0,4,6,6,0,0,0,0,0,0,0,5,1,10,0,8,9,0,3,4,9,10,0,1
9,0,2,2,0,0,12,8,2,0,0,0,0,5,0,4,0,0,0,7,0,0,0,0,0,0,0,4,8,0,10,0,0,6,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,9,0,4,8,0,0,0,0,0,0,0,4,0,5,4,3,0,0,7,7,10,2,0,9,0,6
0,2,0,5,15,12,0,2,0,4,4,0,0,0,0,0,0,0,0,6,2,0,0,6,0,9,7,1,0,0,0,6,0,0,10,0,0,0,0,4,0,8,0,0,10,6,4,7,1,0,0,0,0,0,4,7,3,4,1,0,5,4,0,0,0,0,0,0,0,0,10,0,0,0,0
10,0,3,0,0,10,0,0,19,18,3,0,1,0,0,0,0,5,1,0,10,0,1,0,0,6,6,0,10,6,2,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,4,6,5,6,0,0,0,6,0,0,0,6,0,10,0,0,1,0,0,0,5,6,1,0,0,0,5,3,1
7,7,0,0,0,4,10,0,0,11,8,6,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,5,0,5,0,3,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,5,7,0,2,0,5,0,0,0,9,0,7,0,0,0
7,0,3,0,0,0,9,0,15,0,1,0,0,10,10,6,0,6,9,9,0,0,0,1,0,0,0,0,0,5,7,0,10,0,0,0,1,1,0,0,9,4,7,0,0,0,10,10,1,0,3,0,9,0,0,0,8,0,0,10,0,0,5,6,0,0,0,0,0,0,0,0,4,0,9
0,4,2,7,0,8,4,5,0,10,0,16,4,2,0,6,9,8,0,0,4,0,7,0,0,0,0,2,0,5,0,1,0,8,4,2,0,0,4,0,2,0,0,0,2,3,0,0,0,0,7,0,0,0,3,0,0,0,0,8,0,0,0,0,2,0,0,3,0,0,0,6,0,7,0
2,0,0,2,0,8,0,0,2,0,19,0,2,0,0,0,2,10,10,0,0,0,0,0,8,0,9,0,0,0,0,7,0,0,0,0,0,7,0,0,4,0,5,4,7,0,0,0,4,0,0,0,0,7,0,0,2,0,0,10,0,4,7,3,0,9,0,4,0,0,0,0,0,5,0
0,7,6,0,0,5,0,0,8,10,0,4,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,7,3,1,4,5,6,0,0,0,0,0,0,0,9,0,0,0,9,6,0,0,0,0,7,4,3,0,0,5,0,0,0,0,0,8,8,7,8,2,0,6,0,0,0
3,3,10,0,0,0,0,0,0,5,9,0,0,0,12,17,0,9,9,0,6,2,0,0,0,0,0,8,0,0,0,0,0,0,5,0,2,8,0,0,0,0,0,0,0,0,0,5,4,0,10,9,0,0,0,0,6,0,0,0,0,0,2,0,0,0,6,4,2,0,0,8,1,0,1
10,6,3,8,10,0,7,0,3,0,0,1,7,11,0,18,10,0,9,9,0,5,2,0,0,0,0,0,2,1,0,7,0,7,0,0,3,10,2,2,0,10,0,0,0,0,0,6,0,0,0,6,2,0,5,0,0,2,0,0,0,5,0,9,5,0,0,3,0,3,4,0,2,0,0
4,0,5,0,8,0,7,6,4,0,0,7,0,16,0,0,9,9,5,0,0,3,0,9,0,6,7,0,0,4,0,9,0,0,4,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,8,9,0,7,0,3,8,9,5,3,0,0,5,0,0,0,0
0,4,5,0,0,0,9,5,6,0,9,8,0,0,0,0,0,15,2,4,0,8,2,0,4,0,8,0,8,0,8,0,6,0,9,0,4,0,0,4,0,0,0,9,2,5,0,2,9,0,0,4,5,0,3,6,0,0,1,1,0,8,0,5,0,7,0,0,3,4,0,0,10,1,2
0,0,10,2,0,8,8,0,2,0,0,0,0,5,3,0,17,0,1,2,0,0,0,10,0,0,7,0,0,9,0,0,4,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,9,5,0,0,5,4,8,0,10,3,5,0
0,0,0,0,1,0,2,0,10,0,0,9,0,3,10,0,0,0,0,14,19,9,0,5,0,0,0,7,5,0,0,0,8,6,4,6,0,0,0,0,0,6,0,9,5,2,6,2,5,4,0,5,7,0,6,0,7,0,0,9,0,1,1,0,0,0,0,8,9,0,2,0,7,0,2
0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,13,0,16,1,0,0,0,0,0,2,0,5,0,10,0,0,8,8,7,3,4,2,0,0,9,6,0,0,0,5,0,0,6,0,0,0,0,0,0,9,7,0,0,0,0,6,0,10,6,10,0,0,0,0,10,0,0
10,0,10,2,1,6,10,2,0,7,9,3,0,0,10,0,0,5,11,17,0,7,0,0,0,5,7,9,0,0,2,4,0,0,0,0,0,10,6,0,1,0,0,1,7,0,0,0,5,0,0,0,0,0,0,0,2,0,4,3,5,10,0,0,10,0,7,0,0,0,0,1,0,8,4
0,4,0,0,4,0,0,0,8,7,9,0,5,7,0,0,0,0,5,0,0,0,0,0,9,1,0,10,0,2,1,0,5,3,7,0,1,0,4,0,9,9,2,7,0,0,9,1,0,0,9,9,2,0,0,10,0,0,8,0,0,8,0,4,0,0,0,7,1,0,0,10,3,0,0
6,0,0,3,0,0,10,0,0,4,1,0,0,0,6,2,0,1,0,0,5,9,0,18,17,17,8,9,2,0,0,0,6,0,5,4,0,3,1,2,10,0,0,0,0,0,0,0,6,0,3,1,0,0,3,0,0,5,0,0,5,0,3,0,0,4,5,0,0,10,0,0,0,10,0
10,0,10,0,1,0,0,0,0,5,1,0,0,0,2,0,6,3,0,2,7,2,17,0,17,16,9,0,0,1,0,9,0,0,0,0,0,4,0,4,7,0,0,0,7,6,0,7,0,0,7,0,0,0,4,0,0,0,6,2,10,10,0,0,10,0,0,0,0,0,0,2,6,0,3
0,0,6,0,0,8,5,0,0,9,10,10,0,7,0,0,6,6,4,0,10,6,12,11,0,19,2,10,0,0,10,8,10,0,0,0,0,0,0,0,9,0,8,0,0,0,0,3,6,0,7,2,5,4,0,0,0,0,0,0,0,0,9,0,0,7,8,0,5,2,0,3,0,0,7
0,0,1,0,3,5,0,0,0,0,3,0,2,7,5,10,0,0,0,9,0,3,0,16,16,0,8,10,5,0,0,0,2,0,0,0,5,2,1,0,0,0,1,9,0,0,0,8,0,0,4,8,8,0,0,0,0,0,10,0,7,0,9,0,9,6,0,5,10,0,0,0,9,0,0
3,0,0,0,0,0,3,8,6,2,2,3,10,0,0,2,0,1,1,0,4,2,6,0,0,0,0,7,0,8,0,0,0,0,0,0,0,3,0,0,4,0,6,8,0,0,8,0,3,0,0,10,0,9,0,5,6,0,0,10,6,0,0,10,0,2,0,0,4,9,0,0,4,6,0
9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,9,0,8,1,0,0,0,0,0,0,7,0,12,0,0,0,4,0,4,0,0,9,0,0,1,9,0,0,0,0,8,0,0,0,0,4,10,0,0,7,7,0,0,0,1,0,9,0,0,0,0,0,5,10,0,4,6,0,0
0,6,0,0,0,0,0,0,0,0,8,7,1,8,6,0,0,0,0,0,7,0,0,0,0,0,5,11,0,9,0,0,0,0,0,9,0,0,0,10,0,0,1,0,0,4,6,0,5,0,9,0,0,0,0,0,10,10,7,0,0,7,7,2,0,10,0,0,0,5,0,6,0,0,10
3,2,0,5,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,3,0,9,0,6,0,0,0,13,0,0,0,0,0,6,8,0,0,9,0,0,0,4,0,0,0,6,0,0,9,7,0,0,2,0,0,0,0,0,1,0,3,5,0,0,0,0,0,1,0,9,0,2
0,1,0,0,0,3,10,4,0,4,0,0,0,0,0,7,0,0,5,0,5,0,7,0,4,0,0,5,5,18,0,0,0,6,10,0,0,0,0,0,10,0,0,0,0,0,5,5,0,2,0,0,6,0,1,0,8,0,0,0,3,0,0,10,0,0,0,0,0,0,5,7,0,0,0
0,0,0,0,0,10,0,2,0,0,0,0,0,8,9,0,0,0,0,8,0,0,10,0,7,6,3,4,6,0,0,0,11,2,2,0,0,4,0,8,3,0,0,0,0,6,8,0,7,0,0,0,7,1,0,0,8,3,8,0,3,0,9,5,0,9,2,8,8,1,0,2,3,0,0
0,0,0,4,0,0,0,0,0,8,9,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,11,0,9,0,5,0,9,10,2,7,3,0,4,0,0,6,0,0,1,10,0,0,0,7,5,0,6,0,0,8,0,7,0,0,0,0,0,7,10,0,5,8,0,2
0,0,0,8,6,4,0,0,7,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,5,0,4,10,0,3,0,0,2,7,0,0,9,0,0,0,8,4,0,0,6,0,2,2,0,10,9,3,0,0,4,0,3,0,6,0,7,0,0,0
10,0,0,0,3,5,0,1,6,0,10,0,0,0,9,0,7,0,0,0,0,0,0,0,0,3,0,0,0,8,5,7,8,0,0,5,6,0,0,0,0,7,9,0,8,6,9,1,8,0,0,4,0,0,3,5,0,0,0,9,6,9,8,0,0,0,0,1,0,0,1,0,0,5,0
0,0,0,8,0,1,10,0,0,0,3,2,1,10,2,10,8,0,6,0,0,3,4,0,3,0,1,0,0,0,0,2,0,4,2,0,6,0,0,0,4,0,0,0,8,0,0,0,2,8,0,0,7,2,0,0,0,2,7,0,0,0,0,0,0,1,0,4,4,0,0,0,0,9,0
2,4,5,2,0,6,2,1,0,0,0,0,10,0,0,1,5,0,0,0,0,7,0,6,0,0,0,0,0,10,0,10,0,0,0,0,0,11,11,9,0,0,8,5,10,8,4,3,6,0,0,0,0,6,0,4,0,0,0,0,10,8,0,4,2,0,0,0,0,0,5,2,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,8,0,5,9,0,0,10,2,0,3,0,0,9,0,12,0,18,1,7,5,0,6,0,0,0,0,8,1,3,1,0,5,0,10,8,0,7,0,0,7,0,0,0,0,0,0,9,0,2,0,7,0,9
8,9,0,0,9,7,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,7,2,0,4,0,9,17,16,0,1,3,10,0,0,0,6,0,0,0,0,0,0,2,10,0,0,0,0,3,6,0,0,5,5,0,8,0,0,0,4,6,0,0,0,0
0,0,2,0,8,6,5,0,10,0,8,0,0,0,0,0,0,0,0,0,0,4,7,0,2,0,0,0,0,0,2,6,0,10,0,0,5,0,5,0,19,16,2,9,0,0,0,0,0,0,4,5,0,9,5,0,1,3,0,3,0,0,1,10,0,0,8,9,3,0,1,2,0,7,9
4,0,0,5,0,0,1,0,0,9,0,8,0,4,4,8,4,0,6,0,0,0,3,7,0,0,0,0,3,0,0,6,0,0,3,5,8,0,0,17,0,18,0,4,0,0,0,6,0,3,0,0,0,8,0,0,0,0,10,8,0,8,5,0,0,4,0,0,0,0,4,0,0,0,0
0,0,7,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,10,0,7,0,0,0,0,0,0,7,0,0,0,0,18,12,0,0,0,0,2,0,0,0,9,0,0,5,1,3,0,8,0,0,6,0,0,0,0,0,1,0,3,0,0,4,0,0,8,5
0,0,4,0,0,0,0,0,0,0,6,9,0,0,10,0,2,6,0,0,0,1,4,0,0,0,0,6,0,0,0,2,0,3,4,0,9,0,7,4,0,1,0,0,2,0,0,0,0,0,2,0,3,0,0,0,8,8,0,0,0,3,0,0,0,0,7,3,0,0,0,2,0,0,0
0,0,0,0,4,0,10,0,9,10,0,0,9,0,8,5,7,1,0,0,0,0,9,0,5,0,0,0,0,2,0,0,0,0,0,2,8,0,5,6,0,3,0,0,19,0,4,0,5,2,0,0,0,1,0,1,0,0,4,0,1,3,0,7,10,0,0,0,6,0,0,0,8,3,7
6,6,0,0,0,0,0,2,0,7,9,10,4,3,0,0,0,2,5,0,0,0,9,0,0,0,4,3,0,8,4,0,0,0,9,0,9,0,0,2,0,9,0,19,0,15,8,0,0,0,0,0,7,0,10,0,0,0,0,1,10,3,6,5,0,0,0,7,6,9,0,6,0,0,0
0,7,7,5,0,6,5,5,3,0,0,9,4,0,0,0,0,0,10,0,0,5,0,7,0,0,0,0,3,2,4,3,0,0,5,0,4,0,9,0,2,0,0,13,12,0,4,9,0,0,0,0,2,0,2,9,0,8,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,1
0,4,10,0,8,5,6,7,0,0,0,0,0,0,1,0,10,9,5,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,4,0,5,0,0,7,0,0,13,8,0,1,9,0,0,4,5,9,0,0,0,0,3,7,0,0,0,0,0,0,10,0,0,0,0,0
0,9,6,4,3,6,6,0,0,0,1,6,5,10,6,4,1,0,10,0,0,0,0,0,5,8,0,0,3,2,3,0,0,0,0,2,0,0,0,5,3,9,6,0,0,0,15,0,1,7,0,0,0,3,0,1,8,0,0,9,0,10,3,0,5,0,0,2,0,0,0,2,0,0,4
0,0,7,0,9,1,0,0,0,0,0,8,0,0,10,5,0,0,8,0,8,0,0,2,2,0,5,0,0,4,4,0,3,6,8,0,0,0,0,4,5,0,0,0,0,1,0,5,0,18,4,3,0,5,1,0,3,9,0,0,0,8,6,5,0,9,0,0,0,0,0,2,10,0,0
7,0,8,0,0,7,0,2,0,1,2,0,7,10,8,0,0,3,0,9,0,0,0,0,0,5,0,0,0,0,0,0,7,0,8,1,2,0,5,0,0,7,0,0,0,0,0,10,0,0,2,4,0,0,0,4,0,0,0,2,0,0,8,0,4,0,0,3,0,7,2,6,0,0,0
0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,3,0,0,8,0,8,0,0,10,7,0,0,0,0,0,6,0,0,3,0,6,0,7,0,5,0,6,0,0,0,0,8,0,1,5,0,7,2,0,0,0,0,7,0,0,0,9,0,3,9,4,2,0,8,0,0,3,8,0,0
