1	2 
2	2 
3	4 
4	7 
5	4 
6	1 
7	5 
8	2 
9	8 
10	2 
11	6 
12	8 
13	1 
14	2 
15	3 
16	3 
17	6 
18	6 
19	6 
20	2 
21	4 
22	1 
23	6 
24	7 
25	5 
26	6 
27	1 
28	7 
29	7 
30	5 
31	3 
32	7 
33	4 
34	8 
35	5 
36	7 
37	1 
38	1 
39	2 
40	3 
41	4 
42	5 
43	3 
44	8 
45	5 
46	8 
47	3 
48	7 
49	7 
50	2 
51	6 
52	3 
53	5 
54	7 
55	6 
56	3 
57	5 
58	4 
59	6 
60	5 
61	5 
62	5 
63	1 
64	3 
65	3 
66	8 
67	5 
68	8 
69	4 
70	7 
71	8 
72	8 
73	2 
74	2 
75	4 
76	5 
77	3 
78	5 
79	6 
80	6 
81	6 
82	2 
83	1 
84	3 
85	1 
86	4 
87	1 
88	8 
89	7 
90	7 
91	2 
92	4 
93	5 
94	4 
95	3 
96	8 
97	8 
98	6 
99	3 
100	5 
101	3 
102	4 
103	5 
104	8 
105	1 
106	5 
107	3 
108	4 
109	2 
110	8 
111	6 
112	8 
113	7 
114	3 
115	4 
116	4 
117	4 
118	2 
119	2 
120	2 
121	3 
122	1 
123	2 
124	6 
125	3 
126	4 
127	5 
128	7 
129	6 
130	3 
131	8 
132	7 
133	7 
134	7 
135	8 
136	3 
137	1 
138	8 
139	1 
140	7 
141	8 
142	5 
143	1 
144	5 
145	1 
146	7 
147	7 
148	6 
149	7 
150	7 
151	3 
152	8 
153	5 
154	7 
155	6 
156	6 
157	1 
158	8 
159	1 
160	6 
161	5 
162	1 
163	8 
164	5 
165	6 
166	1 
167	1 
168	8 
169	6 
170	7 
171	5 
172	6 
173	6 
174	1 
175	6 
176	1 
177	8 
178	5 
179	1 
180	1 
181	7 
182	6 
183	5 
184	8 
185	7 
186	8 
187	5 
188	7 
189	7 
190	8 
191	8 
192	7 
193	8 
194	8 
195	7 
196	7 
197	7 
198	7 
199	7 
200	7 
