1	15 
2	2 
3	14 
4	18 
5	6 
6	10 
7	16 
8	9 
9	17 
10	3 
11	1 
12	7 
13	10 
14	7 
15	2 
16	18 
17	12 
18	4 
19	12 
20	11 
21	14 
22	3 
23	10 
24	3 
25	12 
26	2 
27	17 
28	7 
29	15 
30	17 
31	14 
32	13 
33	16 
34	1 
35	3 
36	12 
37	6 
38	15 
39	15 
40	17 
41	5 
42	1 
43	15 
44	18 
45	15 
46	7 
47	2 
48	6 
49	1 
50	14 
51	17 
52	4 
53	13 
54	16 
55	18 
56	12 
57	4 
58	2 
59	8 
60	10 
61	1 
62	16 
63	8 
64	9 
65	11 
66	5 
67	10 
68	8 
69	6 
70	10 
71	16 
72	10 
73	6 
74	14 
75	17 
76	16 
77	12 
78	8 
79	17 
80	15 
81	7 
82	8 
83	6 
84	6 
85	13 
86	17 
87	16 
88	12 
89	6 
90	12 
91	13 
92	12 
93	17 
94	1 
95	10 
96	9 
97	16 
98	9 
99	7 
100	9 
101	7 
102	8 
103	10 
104	9 
105	6 
106	5 
107	9 
108	9 
109	7 
110	8 
111	14 
112	14 
113	15 
114	15 
115	14 
116	5 
117	8 
118	4 
119	14 
120	5 
121	15 
122	3 
123	9 
124	12 
125	13 
126	18 
127	15 
128	4 
129	16 
130	7 
131	14 
132	7 
133	1 
134	15 
135	16 
136	12 
137	6 
138	5 
139	3 
140	4 
141	5 
142	10 
143	7 
144	15 
145	15 
146	3 
147	16 
148	11 
149	15 
150	3 
151	15 
152	3 
153	12 
154	13 
155	3 
156	3 
157	7 
158	6 
159	12 
160	16 
161	9 
162	13 
163	10 
164	11 
165	14 
166	17 
167	4 
168	17 
169	4 
170	1 
171	2 
172	14 
173	1 
174	10 
175	8 
176	15 
177	11 
178	13 
179	13 
180	11 
181	18 
182	3 
183	8 
184	12 
185	1 
186	9 
187	18 
188	13 
189	3 
190	1 
191	6 
192	8 
193	9 
194	2 
195	5 
196	5 
197	11 
198	9 
199	15 
200	18 
201	3 
202	5 
203	18 
204	17 
205	5 
206	18 
207	17 
208	7 
209	2 
210	4 
211	9 
212	16 
213	5 
214	4 
215	10 
216	1 
217	12 
218	2 
219	17 
220	18 
221	14 
222	11 
223	16 
224	9 
225	12 
226	14 
227	11 
228	3 
229	9 
230	17 
231	15 
232	14 
233	9 
234	17 
235	5 
236	4 
237	17 
238	9 
239	5 
240	12 
241	7 
242	7 
243	17 
244	8 
245	10 
246	18 
247	17 
248	12 
249	14 
250	13 
251	6 
252	5 
253	1 
254	13 
255	3 
256	10 
257	5 
258	18 
259	4 
260	8 
261	10 
262	11 
263	15 
264	5 
265	1 
266	4 
267	18 
268	6 
269	2 
270	14 
271	2 
272	11 
273	13 
274	3 
275	6 
276	2 
277	2 
278	1 
279	16 
280	4 
281	8 
282	13 
283	12 
284	3 
285	14 
286	8 
287	16 
288	5 
289	8 
290	2 
291	1 
292	16 
293	18 
294	2 
295	13 
296	6 
297	5 
298	2 
299	13 
300	7 
301	1 
302	10 
303	2 
304	2 
305	12 
306	10 
307	2 
308	1 
309	3 
310	6 
311	7 
312	4 
313	7 
314	4 
315	5 
316	1 
317	13 
318	11 
319	4 
320	3 
321	16 
322	10 
323	17 
324	4 
325	8 
326	13 
327	4 
328	9 
329	16 
330	1 
331	16 
332	4 
333	8 
334	9 
335	7 
336	11 
337	7 
338	12 
339	15 
340	13 
341	12 
342	5 
343	3 
344	1 
345	9 
346	11 
347	7 
348	2 
349	13 
350	10 
351	3 
352	11 
353	4 
354	11 
355	1 
356	14 
357	2 
358	18 
359	14 
360	9 
361	14 
362	18 
363	18 
364	3 
365	14 
366	14 
367	9 
368	18 
369	11 
370	12 
371	11 
372	11 
373	12 
374	9 
375	9 
376	18 
377	11 
378	11 
379	18 
380	11 
381	12 
382	11 
383	18 
384	11 
385	18 
386	18 
387	11 
388	11 
389	11 
390	11 
391	11 
392	18 
393	18 
394	18 
395	18 
396	18 
397	18 
398	18 
399	18 
400	18 
